House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
20,Edwards Station,Patricia,McCarthy,37,Daughter,Single,Female,Records manager,None,Christian
20,Edwards Station,Teresa,McCarthy,31,Daughter,Single,Female,Scientific laboratory technician,None,None
20,Edwards Station,Holly,McCarthy,30,Daughter,Single,Female,"Designer, fashion/clothing",None,Christian
20,Edwards Station,Hilary,McCarthy,28,Daughter,Divorced,Female,Meteorologist,None,None
20,Edwards Station,Damien,McCarthy,2,Son,NA,Male,Child,None,NA
21,Edwards Station,Hilary,Bentley,49,Head,Divorced,Female,"Education officer, environmental",None,Christian
21,Edwards Station,Trevor,Bentley,23,Son,Single,Male,Data scientist,None,Christian
21,Edwards Station,Julia,Bentley,19,Daughter,Divorced,Female,University Student,None,None
21,Edwards Station,Rosemary,Bentley,19,Daughter,Divorced,Female,University Student,None,None
21,Edwards Station,Carole,Bentley,16,Daughter,NA,Female,Student,None,NA
21,Edwards Station,Sandra,Bentley,15,Daughter,NA,Female,Student,None,NA
21,Edwards Station,Rosie,Evans,9,Daughter,NA,Female,Student,None,NA
21,Edwards Station,Aimee,Evans,7,Daughter,NA,Female,Student,None,NA
21,Edwards Station,Gavin,Gilbert,7,Son,NA,Male,Student,None,NA
21,Edwards Station,Paul,Gilbert,4,Son,NA,Male,Child,None,NA
21,Edwards Station,Lynn,Gilbert,1,Daughter,NA,Female,Child,None,NA
22,Edwards Station,Alexandra,Fisher,56,Head,Married,Female,Museum/gallery curator,None,Christian
22,Edwards Station,Clive,Fisher,59,Husband,Married,Male,Radiation protection practitioner,None,None
22,Edwards Station,Nicola,Fisher,24,Daughter,Single,Female,Hydrographic surveyor,None,Christian
22,Edwards Station,Mathew,Fisher,22,Son,Single,Male,Technical author,None,Christian
22,Edwards Station,Allan,Fisher,20,Son,Divorced,Male,University Student,None,None
23,Edwards Station,Jamie,Wilson,60,Head,Married,Male,"Production designer, theatre/television/film",None,Methodist
23,Edwards Station,Kirsty,Wilson,55,Wife,Married,Female,"Teacher, primary school",None,None
23,Edwards Station,Irene,Wilson,22,Daughter,Widowed,Female,University Student,None,Methodist
23,Edwards Station,Martyn,Wilson,21,Son,Single,Male,Ship broker,None,Methodist
23,Edwards Station,Jacob,Wilson,18,Son,Single,Male,Student,None,Methodist
24,Edwards Station,Kayleigh,Mason,37,Head,Married,Female,Seismic interpreter,None,Christian
24,Edwards Station,Abdul,Mason,39,Husband,Married,Male,Social researcher,None,Christian
24,Edwards Station,Aaron,Mason,20,Son,Single,Male,University Student,None,Christian
24,Edwards Station,Gareth,Mason,17,Son,NA,Male,Student,None,NA
24,Edwards Station,Charles,Mason,16,Son,NA,Male,Student,None,NA
24,Edwards Station,Russell,Mason,14,Son,NA,Male,Student,None,NA
24,Edwards Station,Ricky,Mason,12,Son,NA,Male,Student,None,NA
24,Edwards Station,Leigh,Mason,9,Son,NA,Male,Student,None,NA
24,Edwards Station,Katie,Mason,8,Daughter,NA,Female,Student,None,NA
24,Edwards Station,Brian,Mason,6,Son,NA,Male,Student,None,NA
24,Edwards Station,Andrew,Mason,0,Son,NA,Male,Child,None,NA
24,Edwards Station,Karen,Wright,44,Lodger,Divorced,Female,"Engineer, building services",None,Christian
24,Edwards Station,Jenna,Humphreys,41,Sibling,Single,Female,Town planner,None,Muslim
24,Edwards Station,Owen,Arnold,57,Sibling,Single,Male,Clinical embryologist,None,Christian
24,Edwards Station,Paula,Newman,23,Lodger,Single,Female,Higher education lecturer,None,None
24,Edwards Station,Stephanie,Thomas,36,Lodger,Single,Female,Psychiatrist,None,Methodist
24,Edwards Station,Kelly,Bradley,45,Lodger,Divorced,Female,Lobbyist,None,Christian
24,Edwards Station,Louis,Woods,61,Lodger,Single,Male,Aid worker,None,Christian
24,Edwards Station,Oliver,Smith,46,Cousin,Single,Male,Social worker,None,None
24,Edwards Station,Ellie,Sharp,50,Lodger,Single,Female,Landscape architect,None,Catholic
25,Edwards Station,Lydia,Lee,41,Head,Married,Female,Energy engineer,None,Catholic
25,Edwards Station,Dylan,Lee,49,Husband,Married,Male,Museum/gallery curator,None,Catholic
25,Edwards Station,Leon,Lee,6,Son,NA,Male,Student,None,NA
25,Edwards Station,Melissa,Lee,2,Daughter,NA,Female,Child,None,NA
25,Edwards Station,Marie,Buckley,50,Lodger,Single,Female,"Scientist, research (physical sciences)",None,Catholic
26,Edwards Station,Gillian,Smith,29,Head,Divorced,Female,Unemployed,None,Catholic
26,Edwards Station,Gail,Smith,9,Daughter,NA,Female,Student,None,NA
26,Edwards Station,Jane,Smith,6,Daughter,NA,Female,Student,None,NA
26,Edwards Station,Eleanor,Smith,6,Daughter,NA,Female,Student,None,NA
26,Edwards Station,Rita,Smith,3,Daughter,NA,Female,Child,None,NA
26,Edwards Station,Jenna,Waters,37,Visitor,Single,Female,Cabin crew,None,Catholic
26,Edwards Station,Patricia,Garner,37,Lodger,Single,Female,Hydrologist,None,Christian
26,Edwards Station,Tom,Foster,54,Lodger,Divorced,Male,Fine artist,None,None
26,Edwards Station,Gail,Harrison,35,Lodger,Divorced,Female,Primary school teacher,None,Muslim
26,Edwards Station,Emma,Price,48,Lodger,Single,Female,Advertising art director,None,Catholic
26,Edwards Station,Dean,Cole,54,Lodger,Single,Male,"Conservator, museum/gallery",None,Christian
27,Edwards Station,Natasha,Evans,93,Head,Married,Female,Unemployed,None,Private
27,Edwards Station,Andrew,Evans,94,Husband,Married,Male,Retired Charity officer,None,None
27,Edwards Station,Neil,Evans,63,Son,Single,Male,"Psychotherapist, child",None,Private
27,Edwards Station,Ann,Evans,60,Daughter,Divorced,Female,Educational psychologist,None,Private
27,Edwards Station,Ian,Evans,57,Son,Divorced,Male,Land/geomatics surveyor,None,None
27,Edwards Station,Clive,Evans,57,Son,Single,Male,"Solicitor, Scotland",None,Private
27,Edwards Station,Mary,Evans,55,Daughter,Divorced,Female,Haematologist,None,Private
27,Edwards Station,Cameron,Evans,47,Son,Single,Male,Aeronautical engineer,None,None
27,Edwards Station,Peter,Evans,44,Son,Divorced,Male,Planning and development surveyor,None,Private
27,Edwards Station,Lesley,Evans,40,Daughter,Divorced,Female,Information systems manager,None,None
27,Edwards Station,Christopher,Evans,37,Son,Divorced,Male,"Education officer, community",None,None
27,Edwards Station,Georgia,Evans,31,Daughter,Divorced,Female,Sport and exercise psychologist,None,Private
27,Edwards Station,Geoffrey,Evans,30,Son,Divorced,Male,Cytogeneticist,None,None
27,Edwards Station,Claire,Evans,29,Daughter,Single,Female,Public librarian,None,Private
27,Edwards Station,Gerald,Evans,25,Son,Single,Male,Fitness centre manager,None,Private
27,Edwards Station,Peter,Evans,21,Son,Widowed,Male,University Student,None,Private
27,Edwards Station,Eileen,Evans,15,Daughter,NA,Female,Student,None,NA
27,Edwards Station,Sheila,Evans,15,Daughter,NA,Female,Student,None,NA
27,Edwards Station,Beth,Evans,15,Daughter,NA,Female,Student,None,NA
27,Edwards Station,Marc,Evans,12,Son,NA,Male,Student,None,NA
28,Edwards Station,Catherine,Freeman,63,Head,Single,Female,"Journalist, newspaper",None,Christian
28,Edwards Station,Tom,Freeman,42,Son,Single,Male,Aeronautical engineer,None,Christian
28,Edwards Station,Christine,Freeman,42,Daughter,Single,Female,Actuary,None,None
28,Edwards Station,Marilyn,Freeman,42,Daughter,Single,Female,"Surveyor, quantity",None,Christian
28,Edwards Station,Sandra,Freeman,36,Daughter,Divorced,Female,Podiatrist,None,Christian
29,Edwards Station,Jenna,Brookes,51,Head,Married,Female,"Geneticist, molecular",None,None
29,Edwards Station,Glenn,Brookes,54,Husband,Married,Male,"Civil engineer, contracting",None,None
29,Edwards Station,Cameron,Brookes,20,Son,Divorced,Male,Unemployed,None,None
29,Edwards Station,Katherine,Brookes,20,Daughter,Single,Female,University Student,None,Christian
29,Edwards Station,Josh,Brookes,20,Son,Single,Male,University Student,None,None
29,Edwards Station,Raymond,Brookes,18,Son,Single,Male,Student,None,None
29,Edwards Station,Amy,Brookes,14,Daughter,NA,Female,Student,None,NA
30,Edwards Station,Eileen,Campbell,50,Head,Single,Female,"Conservation officer, historic buildings",None,Christian
30,Edwards Station,Alexander,Haynes,52,Partner,Single,Male, ,None,Christian
30,Edwards Station,Stewart,Campbell,26,Son,Widowed,Male,Sports coach,None,Christian
30,Edwards Station,Frank,Campbell,22,Son,Widowed,Male,University Student,None,Christian
30,Edwards Station,Conor,Campbell,7,Son,NA,Male,Student,None,NA
31,Edwards Station,Lisa,Manning,58,Head,Divorced,Female,Games developer,None,None
31,Edwards Station,Amanda,Manning,19,Daughter,Single,Female,University Student,None,None
31,Edwards Station,Carole,Manning,19,Daughter,Single,Female,University Student,None,None
31,Edwards Station,Allan,Manning,18,Son,Single,Male,Student,None,None
31,Edwards Station,Justin,Manning,15,Son,NA,Male,Student,None,NA
32,Edwards Station,Paula,Jones,61,Head,Married,Female,Special effects artist,None,Christian
32,Edwards Station,Matthew,Jones,63,Husband,Married,Male,Land/geomatics surveyor,None,Christian
32,Edwards Station,Francesca,Jones,27,Daughter,Single,Female,Chiropodist,None,None
32,Edwards Station,Abdul,Jones,25,Son,Single,Male,Unemployed,None,None
32,Edwards Station,Mitchell,Jones,21,Son,Widowed,Male,University Student,None,None
32,Edwards Station,Cameron,Jones,17,Son,NA,Male,Student,None,NA
32,Edwards Station,Alex,Jones,13,Son,NA,Male,Student,None,NA
32,Edwards Station,Sam,Jones,12,Son,NA,Male,Student,None,NA
32,Edwards Station,Peter,Jones,9,Son,NA,Male,Student,None,NA
33,Edwards Station,Bethan,Clarke,73,Head,Married,Female,"Retired Loss adjuster, chartered",None,Christian
33,Edwards Station,Marc,Clarke,74,Husband,Married,Male,"Retired Sound technician, broadcasting/film/video",None,None
33,Edwards Station,Bethan,Ward,25,None,Married,Female,Dance movement psychotherapist,None,Methodist
33,Edwards Station,Bernard,Ward,27,None,Married,Male,Armed forces training and education officer,None,Methodist
33,Edwards Station,Brian,Ward,8,None,NA,Male,Student,None,NA
33,Edwards Station,Liam,Ward,5,None,NA,Male,Student,None,NA
33,Edwards Station,Garry,Ward,3,None,NA,Male,Child,None,NA
33,Edwards Station,Jade,Ward,2,None,NA,Female,Child,None,NA
34,Edwards Station,Duncan,Brown,42,Head,Married,Male,Financial controller,None,Christian
34,Edwards Station,Alexandra,Brown,38,Wife,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
34,Edwards Station,Nicola,Brown,5,Daughter,NA,Female,Student,None,NA
34,Edwards Station,Jessica,Brown,1,Daughter,NA,Female,Child,None,NA
34,Edwards Station,Gordon,Ali,27,Lodger,Single,Male,"Engineer, control and instrumentation",None,Sikh
35,Edwards Station,Christian,Quinn,51,Head,Married,Male,Medical illustrator,None,None
35,Edwards Station,Rosemary,Quinn,46,Wife,Married,Female,Unemployed,None,None
35,Edwards Station,Josephine,Quinn,6,Daughter,NA,Female,Student,None,NA
35,Edwards Station,Bruce,Quinn,6,Son,NA,Male,Student,None,NA
35,Edwards Station,Mary,Quinn,5,Daughter,NA,Female,Student,None,NA
36,Edwards Station,Rebecca,Barnes,53,Head,Single,Female,Prison officer,None,Christian
36,Edwards Station,Carly,Porter,28,None,Single,Female,Special effects artist,None,None
36,Edwards Station,Conor,Richardson,54,None,Single,Male,Set designer,None,Muslim
36,Edwards Station,Shirley,Anderson,46,None,Single,Female,Unemployed,None,Christian
36,Edwards Station,Kelly,Thompson,23,None,Single,Female,Radiation protection practitioner,None,Methodist
36,Edwards Station,Dennis,Bray,52,None,Single,Male,"Engineer, mining",None,Christian
36,Edwards Station,Shaun,Price,22,None,Single,Male,University Student,None,None
36,Edwards Station,Joan,Humphries,22,None,Single,Female,University Student,None,None
36,Edwards Station,Natasha,Adams,22,None,Single,Female,University Student,None,Methodist
37,Edwards Station,Ashleigh,Smith,32,Head,Married,Female,Medical technical officer,None,Muslim
37,Edwards Station,Hugh,Smith,33,Husband,Married,Male,"Teacher, secondary school",None,Muslim
37,Edwards Station,Rachael,Smith,2,Daughter,NA,Female,Child,None,NA
37,Edwards Station,Susan,Smith,0,Daughter,NA,Female,Child,None,NA
37,Edwards Station,Josh,Watson,41,Lodger,Divorced,Male,"Therapist, horticultural",None,Methodist
38,Edwards Station,Joanna,Richardson,42,Head,Single,Female,Unemployed,None,Catholic
38,Edwards Station,Ronald,Richardson,15,Son,NA,Male,Student,None,NA
38,Edwards Station,Anne,Richardson,4,Daughter,NA,Female,Child,None,NA
38,Edwards Station,Leigh,Richardson,1,Son,NA,Male,Child,None,NA
38,Edwards Station,Howard,Lloyd,59,Lodger,Single,Male,"Therapist, nutritional",None,Christian
39,Edwards Station,Patricia,Randall,50,Head,Married,Female,Translator,None,Christian
39,Edwards Station,Joe,Randall,49,Husband,Married,Male,Applications developer,None,Christian
39,Edwards Station,Charlene,Randall,27,Daughter,Single,Female,"Accountant, chartered certified",None,Christian
39,Edwards Station,Declan,Randall,27,Son,Single,Male,Environmental manager,None,None
39,Edwards Station,Sian,Randall,26,Daughter,Single,Female,Telecommunications researcher,None,Christian
39,Edwards Station,Ronald,Randall,23,Son,Single,Male,Corporate investment banker,None,Christian
39,Edwards Station,Timothy,Randall,15,Son,NA,Male,Student,None,NA
39,Edwards Station,Damien,Randall,12,Son,NA,Male,Student,None,NA
39,Edwards Station,Shane,Randall,10,Son,NA,Male,Student,None,NA
40,Edwards Station,Megan,Jarvis,58,Head,Single,Female,Games developer,None,Christian
40,Edwards Station,George,Jarvis,35,Son,Widowed,Male,Secretary/administrator,None,None
40,Edwards Station,Lydia,Jarvis,34,Daughter,Widowed,Female,General practice doctor,None,None
40,Edwards Station,Donna,Jarvis,30,Daughter,Single,Female,Furniture conservator/restorer,None,None
40,Edwards Station,Andrew,Jarvis,27,Son,Single,Male,"Biochemist, clinical",None,None
40,Edwards Station,Shannon,Jarvis,24,Daughter,Divorced,Female,Speech and language therapist,Deaf,Christian
40,Edwards Station,Elizabeth,Jarvis,15,Daughter,NA,Female,Student,None,NA
40,Edwards Station,Frances,Jarvis,11,Daughter,NA,Female,Student,None,NA
40,Edwards Station,Alison,Jarvis,10,Daughter,NA,Female,Student,None,NA
41,Edwards Station,Lauren,Patel,64,Head,Single,Female,Ophthalmologist,None,None
41,Edwards Station,Kenneth,Moore,72,Partner,Single,Male,Retired Armed forces logistics/support/administrative officer,None,None
41,Edwards Station,Diane,Patel,25,Daughter,Divorced,Female,"Designer, exhibition/display",None,None
41,Edwards Station,Nicholas,Patel,23,Son,Single,Male,Nutritional therapist,None,None
41,Edwards Station,Jeffrey,Patel,1,Son,NA,Male,Child,None,NA
42,Edwards Station,Matthew,Thompson,43,Head,Divorced,Male,Paramedic,None,None
42,Edwards Station,Hugh,Bradley,6,Son,NA,Male,Student,None,NA
42,Edwards Station,Jade,Bradley,2,Daughter,NA,Female,Child,None,NA
42,Edwards Station,Lynne,Watson,63,Cousin,Divorced,Female,Applications developer,None,None
42,Edwards Station,Terence,Watkins,44,Lodger,Single,Male,Physiotherapist,None,None
43,Edwards Station,Gail,Burgess,29,Head,Single,Female,Unemployed,None,Catholic
43,Edwards Station,Amanda,Burgess,7,Daughter,NA,Female,Student,None,NA
43,Edwards Station,Malcolm,Burgess,7,Son,NA,Male,Student,None,NA
43,Edwards Station,Joseph,Burgess,7,Son,NA,Male,Student,None,NA
43,Edwards Station,Glen,Burgess,6,Son,NA,Male,Student,None,NA
43,Edwards Station,Jason,Burgess,4,Son,NA,Male,Child,None,NA
43,Edwards Station,Glenn,Patel,30,Lodger,Divorced,Male,Geographical information systems officer,None,None
43,Edwards Station,Marian,Kennedy,22,Lodger,Single,Female,University Student,None,Catholic
43,Edwards Station,Hazel,Page,30,Sibling,Divorced,Female,Psychiatric nurse,None,Sikh
43,Edwards Station,Jenna,Wilkinson,23,Lodger,Divorced,Female,Special effects artist,None,Christian
43,Edwards Station,Janice,Wilson,18,Lodger,Single,Female,Student,None,NA
43,Edwards Station,Olivia,Parkes,57,Lodger,Single,Female,"Buyer, retail",None,Christian
44,Edwards Station,Natalie,Sykes,60,Head,Married,Female,"Investment banker, corporate",None,None
44,Edwards Station,Leslie,Sykes,64,Husband,Married,Male,Licensed conveyancer,None,None
44,Edwards Station,Geoffrey,Sykes,29,Son,Divorced,Male,Historic buildings inspector/conservation officer,None,None
44,Edwards Station,Donald,Sykes,27,Son,Divorced,Male,Location manager,None,None
44,Edwards Station,Victor,Sykes,26,Son,Single,Male,Homeopath,None,None
44,Edwards Station,Louis,Sykes,25,Son,Single,Male,Technical brewer,None,None
44,Edwards Station,Barry,Sykes,21,Son,Single,Male,University Student,None,None
44,Edwards Station,Danny,Sykes,16,Son,NA,Male,Student,None,NA
44,Edwards Station,Barbara,Sykes,14,Daughter,NA,Female,Student,None,NA
44,Edwards Station,Fiona,Sykes,13,Daughter,NA,Female,Student,None,NA
44,Edwards Station,Amy,Sykes,8,Daughter,NA,Female,Student,None,NA
44,Edwards Station,Alison,Sykes,4,Daughter,NA,Female,Child,None,NA
44,Edwards Station,Max,Sykes,2,Son,NA,Male,Child,None,NA
44,Edwards Station,Charlie,Sykes,2,Son,NA,Male,Child,None,NA
45,Edwards Station,Shirley,Lloyd,26,Head,Married,Female,"Designer, fashion/clothing",None,None
45,Edwards Station,Dylan,Lloyd,31,Husband,Married,Male,Furniture designer,None,None
45,Edwards Station,Charles,Saunders,59,Visitor,Single,Male,Archivist,None,Christian
46,Edwards Station,Laura,Page,50,Head,Married,Female,IT consultant,None,Christian
46,Edwards Station,Shane,Page,53,Husband,Married,Male,Mental health nurse,None,Christian
46,Edwards Station,Bernard,Page,19,Son,Single,Male,"Scientist, research (maths)",None,Christian
46,Edwards Station,Rachael,Page,15,Daughter,NA,Female,Student,None,NA
46,Edwards Station,Anna,Page,12,Daughter,NA,Female,Student,None,NA
47,Edwards Station,Lynda,Bishop,71,Head,Single,Female,Unemployed,None,None
47,Edwards Station,Paul,Bishop,42,Son,Single,Male,"Teacher, special educational needs",None,None
47,Edwards Station,Leon,Bishop,42,Son,Single,Male,Radio broadcast assistant,None,None
47,Edwards Station,Lee,Bishop,39,Son,Single,Male,"Scientist, forensic",None,None
47,Edwards Station,Kim,Bishop,37,Daughter,Single,Female,General practice doctor,None,None
48,Edwards Station,Sian,Hutchinson,48,Head,Married,Female,Unemployed,None,Methodist
48,Edwards Station,Victor,Hutchinson,49,Husband,Married,Male,"Engineer, building services",None,None
48,Edwards Station,Kathleen,Hutchinson,23,Daughter,Single,Female,Cytogeneticist,None,Methodist
